2019/3/1,8:13:08,4514,100
2019/3/1,8:13:47,4515,38.568001
2019/3/1,8:14:28,4516,41.140999
2019/3/1,8:14:55,4517,27.17
2019/3/1,8:16:24,4518,87.883003
